4180.316,-4288.219
4480.316,-4288.219
4780.316,-4288.219
5080.316,-3988.219
4780.316,-3988.219
4480.316,-3988.219
4180.316,-3988.219
3880.316,-3988.219
3880.316,-3688.219
4180.316,-3688.219
4480.316,-3688.219
4780.316,-3688.219
5080.316,-3688.219
5080.316,-3388.219
4780.316,-3388.219
4480.316,-3388.219
4180.316,-3388.219
3880.316,-3388.219
4180.316,-3088.219
4480.316,-3088.219
4780.316,-3088.219
5080.316,-3088.219
5080.316,-2788.219
4780.316,-2788.219
4480.316,-2788.219
4180.316,-2788.219
4180.316,-2488.219
4480.316,-2488.219
4780.316,-2488.219
5080.316,-2488.219
